UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1002250,Yes,382,iOS and Android,46305,1,4,Financial,34,2461,9,Yes,12,No,3,3,18
1002251,Yes,210,Android,47810,24,2,Entertainment,72,8722,1,No,12,No,1,0,10
1002252,No,195,iOS and Android,6720,1,2,Medical,59,3955,1,No,16,No,1,2,6
1002253,No,225,iOS and Android,41160,20,3,Other,85,9957,0,No,15,No,3,1,7
1002254,No,307,iOS and Android,,1,2,Entertainment,43,3376,1,No,13,No,3,0,10
1002255,No,285,iOS and Android,11550,17,1,Financial,65,8823,0,No,18,No,1,1,20
1002256,No,300,iOS and Android,52220,20,4,Entertainment,61,10322,4,No,20,Yes,4,1,14
1002257,No,202,Android,44695,1,5,Financial,87,4621,1,,19,No,4,3,3
1002258,No,412,iOS,38185,1,1,Financial,,10976,3,No,18,No,2,1,23
1002259,No,210,iOS and Android,29995,10,3,Other,59,3660,3,No,13,No,4,0,10
1002260,Yes,330,iOS and Android,48160,1,2,Medical,91,10482,9,No,14,No,4,1,24
1002261,No,247,iOS and Android,22890,1,3,Financial,34,7119,4,No,15,No,3,1,9
1002262,Yes,262,iOS and Android,42140,1,3,Entertainment,86,9582,0,Yes,22,Yes,1,0,9
1002263,Yes,247,iOS,28945,29,4,Medical,54,4508,1,No,22,Yes,2,0,14
1002264,No,210,iOS and Android,31325,15,2,Financial,50,2207,1,No,16,No,4,1,4
1002265,No,255,iOS,21630,1,1,Financial,45,7756,0,No,17,No,3,0,7
1002266,No,277,iOS and Android,,10,4,Financial,88,6694,2,Yes,14,No,3,3,8
1002267,Yes,187,iOS and Android,42665,1,1,Entertainment,32,3691,1,Yes,15,No,2,1,7
1002268,Yes,195,iOS and Android,46550,21,3,Medical,37,2377,1,No,20,Yes,3,1,1
1002269,Yes,247,iOS and Android,35595,25,3,Medical,55,2313,4,Yes,20,Yes,2,0,5
1002270,No,,iOS and Android,16415,1,2,Medical,35,17665,0,No,17,No,4,1,23
1002271,Yes,210,iOS,35315,1,3,Medical,45,2596,1,No,15,No,1,2,1
1002272,Yes,375,iOS,,1,4,Other,81,4728,3,Yes,14,No,4,0,5
1002273,No,247,iOS,33950,1,3,Financial,3,4302,0,No,17,No,3,1,4
1002274,No,255,Android,24395,1,4,Financial,40,2979,3,No,17,No,4,3,6
1002275,No,360,Android,44170,1,4,Medical,35,16885,2,No,22,Yes,3,0,27
1002276,No,,Android,36750,1,4,Financial,65,5593,1,No,13,No,4,1,15
1002277,No,,iOS and Android,34790,1,4,Financial,87,10445,7,No,19,No,4,0,18
1002278,No,285,iOS and Android,26950,10,4,Social media,73,8740,0,Yes,14,No,2,2,9
1002279,No,217,iOS and Android,38745,28,4,Financial,93,2514,4,No,22,Yes,1,1,11
1002280,No,210,iOS and Android,33250,1,3,Medical,93,7655,0,No,17,No,2,3,10
1002281,No,345,iOS and Android,14210,1,1,Social media,52,17465,3,No,12,No,4,1,23
1002282,No,285,iOS and Android,4550,1,2,Social media,32,7351,7,No,16,No,3,0,10
1002283,No,322,iOS,37870,27,3,Financial,83,10820,8,No,11,No,3,1,18
1002284,Yes,292,iOS,7105,1,3,Financial,84,12169,7,No,11,No,4,3,21
1002285,No,300,iOS and Android,45780,14,3,Medical,44,19626,1,No,14,No,1,0,21
1002286,No,157,iOS and Android,34440,1,1,Entertainment,70,2070,1,Yes,11,No,3,0,2
1002287,No,292,Android,15365,1,3,Financial,70,6782,9,No,15,No,3,0,9
1002288,No,270,Android,7595,18,4,Financial,78,7779,2,No,20,Yes,1,0,18
1002289,No,232,iOS,27755,20,3,Financial,67,2791,0,No,12,No,1,1,3
1002290,No,210,iOS and Android,50785,,1,Financial,67,3201,0,No,17,No,1,0,6
1002291,No,262,iOS,41370,,2,Social media,54,4968,1,No,11,No,4,1,5
1002292,No,367,iOS and Android,6090,1,4,Entertainment,56,13120,6,No,17,No,2,1,22
1002293,No,255,iOS,35105,1,2,Financial,95,4033,2,No,11,No,4,0,5
1002294,No,217,iOS,17150,10,3,Financial,61,3291,0,No,14,No,4,2,8
1002295,No,,iOS and Android,6580,29,3,Medical,56,4272,4,No,19,No,1,0,16
1002296,No,217,iOS and Android,25130,1,1,Medical,79,5056,1,Yes,15,No,3,1,10
1002297,No,285,iOS and Android,15155,1,3,Tour  Travel,37,2844,1,No,13,No,4,1,7
1002298,No,210,iOS,27055,1,3,Financial,39,2703,1,Yes,14,No,4,1,3
1002299,Yes,,Android,8645,1,1,Medical,80,1904,1,No,12,No,4,0,0
1002300,Yes,247,iOS and Android,21105,1,4,Social media,77,8224,0,Yes,17,No,1,0,6
1002301,No,307,iOS and Android,5845,12,4,Financial,46,4766,3,Yes,11,No,1,1,6
1002302,Yes,232,iOS,,15,3,Medical,72,2610,1,No,12,No,3,1,2
1002303,No,277,iOS and Android,12845,25,2,Medical,52,5731,7,No,13,No,3,2,9
1002304,No,202,iOS and Android,6965,1,3,Financial,55,2539,1,No,13,No,3,1,4
1002305,No,255,iOS and Android,49000,1,1,Financial,70,5714,1,No,20,Yes,1,0,6
1002306,No,262,iOS and Android,18480,1,4,Entertainment,,4323,1,No,17,No,2,0,6
1002307,Yes,217,iOS and Android,,23,1,Financial,45,7336,1,No,13,No,1,1,11
1002308,No,300,iOS,,1,4,Medical,88,13499,9,No,17,No,3,0,20
1002309,Yes,,iOS,16835,12,3,Financial,44,13758,0,Yes,12,No,2,0,22
1002310,No,,iOS and Android,,1,4,Social media,45,5155,7,No,13,No,4,0,9
1002311,No,262,iOS and Android,34370,1,4,Medical,58,2258,6,No,12,No,2,1,10
1002312,No,180,iOS and Android,16695,24,3,Medical,49,3597,8,No,22,Yes,4,0,6
1002313,Yes,210,iOS and Android,51975,12,1,Financial,79,2515,1,Yes,11,No,4,0,1
1002314,No,195,iOS and Android,48440,1,4,Medical,82,4420,1,No,22,Yes,2,1,8
1002315,No,225,iOS and Android,29820,10,3,Social media,72,6578,1,No,18,No,1,1,10
1002316,No,300,iOS,31570,26,2,Medical,92,4422,3,Yes,13,No,4,1,16
1002317,No,262,iOS and Android,,1,3,Financial,44,10274,2,No,18,No,2,1,15
1002318,No,255,iOS,23415,1,3,Medical,97,5343,0,No,20,Yes,3,0,14
1002319,No,262,iOS,22260,1,4,Other,47,2376,1,No,13,No,2,1,2
1002320,Yes,322,iOS and Android,48020,1,3,Social media,85,5346,8,No,13,No,2,0,7
1002321,No,240,Android,30170,1,1,Financial,76,2827,1,No,12,No,3,3,1
1002322,No,,iOS and Android,25130,1,4,Entertainment,92,19943,4,No,13,No,4,1,28
1002323,No,217,iOS and Android,,1,1,Medical,54,3131,1,No,13,No,1,1,10
1002324,No,,iOS and Android,22575,1,2,Financial,54,2552,1,No,25,Yes,3,0,1
1002325,No,,iOS and Android,50995,1,3,Medical,83,4477,4,Yes,19,No,3,1,7
1002326,No,277,iOS and Android,34195,1,3,Financial,56,6474,1,No,13,No,2,1,14
1002327,No,150,iOS and Android,28175,1,3,Financial,87,3033,1,No,12,No,1,0,2
1002328,Yes,330,iOS and Android,38395,10,4,,96,2936,1,Yes,11,No,3,0,6
1002329,No,397,iOS and Android,42805,1,2,Medical,50,18606,3,No,18,No,2,1,26
1002330,No,217,iOS and Android,32970,15,1,Financial,69,2168,0,Yes,18,No,1,1,6
1002331,Yes,165,iOS,,1,4,Financial,48,2853,0,Yes,11,No,2,1,1
1002332,No,345,iOS and Android,49070,1,3,Social media,69,17048,8,No,23,Yes,1,0,28
1002333,No,330,Android,3885,17,3,Financial,74,2290,2,No,13,No,4,0,6
1002334,No,247,iOS and Android,5145,1,3,Tour  Travel,99,3600,1,No,13,No,4,1,5
1002335,Yes,307,Android,31710,1,2,Financial,95,2107,6,No,17,No,1,1,5
1002336,No,225,iOS and Android,,29,4,Financial,61,4115,8,No,19,No,3,3,8
1002337,No,300,iOS,41440,1,4,Medical,62,4327,5,No,12,No,4,3,5
1002338,No,375,iOS,49735,1,3,Medical,3,17856,2,No,22,Yes,3,1,32
1002339,No,210,iOS and Android,41265,19,4,Medical,78,3196,1,No,12,No,3,3,6
1002340,No,345,iOS and Android,50750,15,2,Financial,52,19081,5,No,11,No,1,1,25
1002341,No,262,iOS and Android,47635,17,4,Financial,94,8966,3,Yes,15,No,4,3,15
1002342,Yes,180,,34440,17,2,Financial,97,2210,1,No,13,No,1,1,1
1002343,No,247,iOS,40110,25,3,Medical,82,4539,1,No,12,No,1,1,10
1002344,No,270,iOS and Android,32095,1,4,Financial,60,2741,1,No,14,No,3,1,7
1002345,No,225,iOS and Android,29855,1,4,Financial,49,3491,1,No,13,No,1,3,10
1002346,No,330,iOS and Android,7000,29,4,Other,32,4541,1,No,25,Yes,2,0,20
1002347,No,150,iOS and Android,22890,21,3,Social media,43,2678,1,No,17,No,4,0,2
1002348,No,345,iOS and Android,5250,1,4,OTT,60,7379,2,No,11,No,3,1,12
1002349,No,,Android,6265,1,5,Medical,79,6272,7,No,16,No,1,1,10
1002350,No,450,iOS and Android,24360,1,4,Social media,52,5220,0,Yes,18,No,2,1,12
1002351,No,240,iOS,4060,13,3,Other,77,2743,1,No,20,Yes,3,1,2
1002352,No,240,iOS,46060,1,2,Financial,38,4998,4,Yes,14,No,4,0,10
1002353,No,270,iOS and Android,12705,1,3,Entertainment,77,10252,2,,21,Yes,3,1,17
1002354,No,247,iOS and Android,4095,1,3,Medical,60,2781,0,No,13,No,2,1,15
1002355,No,300,iOS and Android,3745,10,3,Entertainment,84,6852,7,No,12,No,2,1,7
1002356,No,187,iOS and Android,47460,10,4,Financial,57,4950,0,No,14,No,2,0,5
1002357,No,225,iOS and Android,,1,3,Medical,63,3579,0,1,21,Yes,1,1,12
1002358,No,,iOS,16030,26,5,Medical,60,13191,3,Yes,17,No,3,0,20
1002359,No,262,Android,42420,1,2,Social media,78,10377,4,Yes,11,No,2,1,16
1002360,No,202,iOS and Android,38605,14,3,Financial,42,2235,1,Yes,14,No,4,2,9
1002361,No,405,iOS,33810,1,4,Financial,53,10502,7,No,17,No,1,1,33
1002362,No,330,iOS and Android,39095,1,1,Financial,72,2011,1,No,13,No,4,1,10
1002363,Yes,,Android,17640,10,3,Medical,96,1859,1,Yes,25,Yes,2,0,1
1002364,No,217,iOS and Android,35350,1,3,Financial,97,3760,1,No,15,No,1,3,3
1002365,No,405,iOS and Android,23975,1,3,Financial,85,17779,3,No,14,No,1,0,36
1002366,No,232,iOS and Android,46620,11,2,Medical,80,6833,1,Yes,12,No,4,0,6
1002367,No,232,iOS and Android,37170,24,3,Medical,96,6812,1,No,19,No,2,0,10
1002368,No,,iOS and Android,11410,1,3,Financial,48,5171,5,No,17,No,4,0,13
1002369,No,322,iOS and Android,32200,1,3,Financial,96,19740,3,No,14,No,2,1,25
1002370,No,367,iOS and Android,38430,1,2,Medical,85,18711,2,No,13,No,3,1,23
1002371,No,270,iOS,16415,1,3,Entertainment,46,3692,1,No,12,No,3,0,12
1002372,No,360,iOS and Android,33915,1,2,Entertainment,76,2559,5,No,11,No,3,0,7
1002373,No,202,iOS and Android,40845,1,2,Financial,76,2517,1,No,11,No,2,3,5
1002374,No,217,iOS and Android,,1,3,Financial,82,6623,1,Yes,11,No,2,2,6
1002375,No,360,iOS and Android,25025,1,3,Financial,76,18265,6,No,12,No,3,0,25
1002376,No,217,iOS and Android,24290,1,3,Financial,87,16124,3,No,14,No,2,2,9
1002377,No,255,iOS and Android,46200,20,3,Entertainment,89,2585,0,No,17,No,4,0,2
1002378,No,330,iOS and Android,38465,1,3,Social media,,18213,7,No,11,No,3,1,26
1002379,No,247,iOS and Android,18760,10,5,Social media,82,8380,0,Yes,14,No,4,2,10
1002380,No,,iOS and Android,9275,25,3,Financial,57,2994,1,Yes,12,No,4,0,1
1002381,No,,iOS and Android,13055,1,2,Financial,47,1223,1,No,22,Yes,4,1,1
1002382,Yes,187,iOS,20965,24,1,Financial,73,1118,1,Yes,14,No,4,0,1
1002383,No,195,iOS and Android,20405,1,2,Financial,53,2875,1,1,20,Yes,2,0,8
1002384,Yes,,iOS and Android,50715,1,3,Social media,94,18824,2,Yes,16,No,1,0,26
1002385,No,412,Android,6195,1,1,Medical,37,13577,1,Yes,15,No,4,1,34
1002386,Yes,157,iOS,8785,10,2,Financial,45,2625,1,No,20,Yes,3,0,2
1002387,No,345,iOS and Android,5880,1,2,Social media,33,18789,2,No,14,No,3,1,26
1002388,No,255,iOS and Android,4585,1,3,Social media,86,4538,0,Yes,12,No,4,0,4
1002389,No,382,iOS,8295,1,3,Financial,83,19847,4,Yes,24,Yes,1,1,31
1002390,No,,iOS and Android,50015,18,4,Medical,67,10512,6,No,12,No,4,0,25
1002391,No,255,iOS,4725,19,3,Medical,46,4444,4,No,13,No,3,2,15
1002392,No,210,iOS,27685,1,4,Medical,44,2154,0,Yes,11,No,3,0,5
1002393,No,330,iOS and Android,41965,1,2,Financial,92,19190,1,No,14,No,4,2,26
1002394,No,255,iOS,22680,11,3,Financial,56,4490,4,No,11,No,4,2,14
1002395,No,262,iOS and Android,25725,1,1,Financial,66,3506,0,Yes,14,No,4,0,4
1002396,No,,iOS and Android,21105,1,4,Medical,78,2372,6,Yes,16,No,4,0,18
1002397,No,322,iOS and Android,18585,1,4,Social media,56,10231,3,No,14,No,4,0,23
1002398,No,270,iOS and Android,15015,1,4,Financial,53,5410,9,Yes,11,No,4,0,18
1002399,Yes,330,iOS and Android,21735,15,3,Medical,73,7978,1,No,11,No,4,1,10
1002400,No,210,iOS,6755,1,3,Financial,52,3867,1,Yes,12,No,2,1,2
1002401,No,382,iOS,33880,1,2,Medical,40,2838,0,No,14,No,2,0,8
1002402,No,225,Android,30765,1,2,Medical,,4695,7,Yes,18,No,3,0,10
1002403,Yes,217,iOS and Android,28210,1,3,Entertainment,39,3339,3,Yes,13,No,1,2,10
1002404,No,210,iOS and Android,22400,1,3,Entertainment,84,2080,2,No,11,No,2,0,5
1002405,No,187,iOS and Android,9310,1,3,Medical,40,2096,1,No,18,No,4,0,2
1002406,No,240,iOS and Android,21140,1,3,Medical,56,6209,1,No,15,No,3,2,10
1002407,No,,iOS,12740,25,3,Medical,83,18061,3,No,22,Yes,3,0,22
1002408,No,292,iOS and Android,14420,13,4,Medical,94,17123,6,Yes,13,No,4,2,21
1002409,No,435,iOS and Android,29680,23,4,Financial,88,2372,1,No,12,No,4,2,2
1002410,Yes,240,iOS and Android,38115,,2,Financial,79,4883,1,No,18,No,1,1,10
1002411,Yes,292,iOS and Android,,23,3,Medical,93,3904,0,No,13,No,1,0,6
1002412,No,225,iOS and Android,39830,1,3,Entertainment,48,4627,0,No,12,No,1,1,10
1002413,No,270,iOS and Android,11375,10,4,Entertainment,63,7094,3,No,12,No,1,0,10
1002414,No,345,iOS and Android,34685,1,2,Financial,44,3423,6,No,12,No,3,0,10
1002415,No,210,Android,51660,1,3,Financial,55,6674,0,No,11,No,1,3,10
1002416,No,375,iOS and Android,46270,28,3,Financial,43,16880,4,Yes,11,No,2,0,25
1002417,Yes,300,iOS and Android,10465,25,4,Social media,57,9094,2,Yes,12,No,3,0,9
1002418,Yes,,iOS and Android,36050,1,3,Financial,64,8446,9,Yes,19,No,3,0,10
1002419,No,225,iOS and Android,22190,17,4,Medical,95,11916,1,Yes,23,Yes,4,2,9
1002420,No,292,iOS and Android,18340,18,2,Financial,32,4534,0,No,11,No,1,0,9
1002421,No,232,Android,20545,1,4,Financial,57,9852,1,Yes,19,No,1,1,10
1002422,No,307,Android,8960,10,2,Medical,40,6151,1,No,13,No,1,0,19
1002423,Yes,232,iOS,37100,1,3,Financial,54,2302,1,Yes,11,No,1,0,3
1002424,Yes,330,iOS and Android,,1,3,Financial,89,2362,4,No,12,No,3,0,10
1002425,No,,Android,17325,1,1,Financial,37,17861,0,Yes,13,No,4,0,21
1002426,No,412,iOS and Android,9870,1,2,Medical,,19187,4,No,14,No,4,1,23
1002427,No,,iOS and Android,7210,1,4,Financial,99,19717,6,No,14,No,1,0,36
1002428,No,300,Android,16030,16,2,Financial,74,3544,9,No,16,No,2,1,6
1002429,No,255,iOS and Android,33005,1,3,Financial,86,8500,0,No,11,No,4,1,10
1002430,No,300,iOS and Android,18305,1,3,Financial,98,4661,1,No,13,No,3,0,9
1002431,No,307,iOS,35630,1,3,Social media,66,4103,0,No,17,No,4,1,10
1002432,No,262,iOS,16870,1,4,Financial,87,4249,1,1,11,No,2,0,9
1002433,No,382,iOS and Android,26950,1,3,Financial,84,14026,1,Yes,11,No,2,1,33
1002434,No,285,iOS and Android,35315,1,2,Financial,31,6893,3,No,15,No,4,1,11
1002435,No,255,iOS and Android,17745,15,2,Medical,66,6125,1,No,12,No,4,0,10
1002436,No,187,iOS and Android,30870,19,1,Medical,67,3669,3,No,11,No,3,3,7
1002437,Yes,435,iOS and Android,21035,1,4,Medical,53,10008,7,Yes,14,No,4,0,31
1002438,No,300,iOS and Android,11515,1,4,Financial,88,2387,3,No,22,Yes,3,1,7
1002439,No,270,iOS,21245,1,3,Social media,83,4639,2,No,16,No,4,1,17
1002440,No,360,iOS and Android,29925,1,3,Financial,54,7898,1,No,11,No,3,0,11
1002441,No,202,iOS and Android,45185,11,3,Medical,98,2534,8,No,14,No,2,1,5
1002442,No,382,iOS and Android,49175,11,2,Entertainment,82,13142,3,No,16,No,2,0,29
1002443,No,,Android,39340,1,3,Financial,97,1611,1,No,15,No,3,0,0
1002444,No,262,iOS and Android,28595,1,3,Medical,60,5363,0,No,12,No,2,1,10
1002445,No,202,iOS,27755,1,1,Financial,43,5071,3,No,20,Yes,2,0,8
1002446,Yes,412,iOS and Android,9345,13,4,Social media,85,13695,6,Yes,17,No,3,0,24
1002447,No,,iOS and Android,,23,3,Financial,68,13402,4,Yes,12,No,1,1,33
1002448,No,255,Android,34965,26,1,Entertainment,92,2029,1,No,20,Yes,3,3,5
1002449,No,300,iOS and Android,42070,1,1,Medical,89,6377,5,No,20,Yes,2,3,15
1002450,No,255,iOS and Android,,29,3,Medical,,5429,4,No,13,No,1,2,10
1002451,Yes,232,iOS,24605,1,3,Financial,90,2785,7,No,14,No,3,0,3
1002452,Yes,262,iOS,,18,4,Social media,67,4614,0,Yes,18,No,3,1,5
1002453,No,285,iOS,24255,1,3,Financial,57,2610,1,No,11,No,4,3,4
1002454,No,255,iOS and Android,14140,1,4,Entertainment,98,6687,1,No,11,No,4,0,14
1002455,No,210,iOS and Android,25760,26,3,Financial,48,4724,1,No,11,No,3,1,5
1002456,Yes,232,iOS and Android,11550,22,4,Medical,98,6179,1,Yes,15,No,4,2,10
1002457,No,292,iOS and Android,152430,21,4,Financial,44,6120,3,Yes,12,No,4,2,8
1002458,No,382,iOS,18935,1,3,Social media,52,10596,2,No,11,No,2,0,14
1002459,No,307,iOS,42000,22,3,Financial,75,5467,3,Yes,14,No,1,2,12
1002460,No,277,iOS and Android,50365,1,1,Financial,54,2996,7,Yes,15,No,4,0,8
1002461,No,247,iOS,38885,1,1,Financial,61,9998,6,No,13,No,1,0,8
1002462,No,240,,17465,1,1,Social media,36,4078,0,Yes,13,No,1,3,4
1002463,No,292,Android,51975,25,2,Financial,71,10920,3,No,21,Yes,2,1,13
1002464,No,187,iOS and Android,48020,18,1,Financial,93,6232,2,No,11,No,2,0,6
1002465,No,,iOS,,28,2,Medical,59,13247,2,Yes,11,No,2,1,24
1002466,No,322,iOS and Android,32550,1,3,Medical,73,4081,1,Yes,14,No,1,0,20
1002467,No,202,iOS and Android,7175,10,3,Social media,98,5769,1,Yes,11,No,4,0,6
1002468,Yes,202,iOS and Android,4725,17,4,Financial,51,2394,1,Yes,13,No,4,0,8
1002469,No,195,iOS and Android,23905,1,1,Medical,36,3904,0,No,12,No,4,0,5
1002470,No,,iOS and Android,40145,10,3,Tour  Travel,31,16799,0,No,14,No,3,1,21
1002471,No,,iOS and Android,9030,1,4,Other,54,2950,9,No,13,No,3,0,12
1002472,No,277,iOS and Android,51170,11,3,Medical,94,3629,4,No,18,No,1,0,8
1002473,No,262,iOS,7000,18,2,Financial,60,9362,2,No,11,No,3,0,10
1002474,No,187,iOS and Android,33215,1,3,Entertainment,81,3229,4,No,11,No,2,1,7
1002475,No,195,iOS and Android,22820,1,3,Other,100,3578,0,No,12,No,4,0,8
1002476,No,217,iOS and Android,11620,17,3,Other,51,7988,1,No,13,No,1,0,10
1002477,Yes,367,iOS,51625,28,2,Financial,97,4284,3,No,20,Yes,1,0,20
1002478,Yes,217,iOS,11795,14,1,Other,84,7553,0,Yes,12,No,1,0,9
1002479,No,405,iOS and Android,33985,1,3,Medical,54,17328,6,No,19,No,4,0,29
1002480,No,435,iOS and Android,36925,1,3,Medical,76,19701,3,1,21,Yes,3,1,32
1002481,No,412,iOS and Android,39760,1,4,Medical,81,14732,2,No,13,No,4,2,31
1002482,No,270,iOS and Android,,1,4,Social media,99,9278,3,Yes,16,No,4,0,15
1002483,Yes,232,iOS,23345,1,4,Financial,50,1359,1,No,12,No,2,0,1
1002484,No,225,iOS and Android,29925,1,4,Social media,73,4779,7,No,14,No,2,2,8
1002485,No,232,iOS and Android,6370,1,5,Financial,93,16422,3,No,11,No,3,0,9
1002486,No,255,iOS,19600,1,4,Other,91,2996,5,No,14,No,3,2,10
1002487,Yes,232,iOS and Android,7070,1,3,Financial,34,1261,1,No,12,No,3,0,1
1002488,No,202,iOS and Android,48195,11,1,Financial,91,2099,0,No,14,No,2,0,6
1002489,No,270,iOS and Android,6020,1,4,Financial,37,5810,1,No,16,No,3,0,10
1002490,No,270,iOS and Android,11515,16,4,Social media,98,5647,4,No,13,No,1,2,11
1002491,No,352,iOS and Android,16275,1,3,Entertainment,74,3420,7,No,12,No,3,1,17
1002492,Yes,187,iOS and Android,13405,1,2,Financial,68,4400,3,No,12,No,1,0,6
1002493,No,277,Android,,1,2,Entertainment,84,3500,0,No,14,No,1,0,7
1002494,No,,iOS and Android,43925,1,2,Financial,90,2066,2,No,22,Yes,4,1,5
1002495,No,352,iOS and Android,,1,4,Medical,82,17169,3,No,19,No,2,2,26
1002496,No,180,iOS and Android,51660,1,1,Medical,42,4162,1,Yes,12,No,3,2,5
1002497,No,240,iOS and Android,21035,1,5,Social media,97,9204,4,No,12,No,3,1,7
1002498,No,255,iOS and Android,14035,1,3,Financial,86,3294,5,No,17,No,1,1,7
1002499,No,307,iOS and Android,44905,1,5,Medical,90,2127,2,Yes,12,No,1,0,7
1002500,No,300,Android,23205,1,4,Other,81,3975,3,No,11,No,3,2,11
1002501,No,232,iOS and Android,11410,1,2,Financial,31,10793,1,No,18,No,1,1,13
1002502,Yes,345,iOS and Android,13195,1,3,Social media,52,10096,4,No,11,No,1,1,28
1002503,Yes,292,Android,20720,1,3,Financial,54,3646,2,Yes,23,Yes,2,0,11
1002504,Yes,232,iOS,50575,1,5,Financial,100,7446,1,No,11,No,1,0,10
1002505,No,,iOS and Android,36330,20,3,Medical,95,10851,2,Yes,18,No,2,1,24
1002506,No,232,iOS and Android,48930,1,2,Medical,96,2109,9,No,18,No,4,0,8
1002507,Yes,232,iOS,18305,1,3,Financial,94,3722,6,Yes,13,No,3,1,7
1002508,No,,iOS and Android,50680,29,3,Entertainment,55,9380,4,Yes,18,No,4,2,10
1002509,No,360,iOS and Android,42735,1,3,Social media,96,5486,4,No,11,No,1,3,15
1002510,Yes,255,iOS and Android,38745,1,4,Entertainment,52,2742,1,No,15,No,4,0,2
1002511,No,300,Android,7630,1,1,Medical,55,13757,2,No,11,No,3,1,16
1002512,No,210,iOS and Android,30310,1,3,Medical,84,8463,0,No,18,No,4,0,6
1002513,No,330,Android,34335,1,3,Financial,90,3162,3,No,14,No,4,0,7
1002514,No,397,iOS and Android,15645,1,3,Medical,39,16598,4,No,12,No,2,0,35
1002515,No,367,iOS and Android,52325,1,4,Entertainment,96,6651,2,No,14,No,2,1,20
1002516,No,300,iOS and Android,31360,1,3,Medical,68,2345,2,No,14,No,3,1,8
1002517,No,330,iOS and Android,51345,20,3,Financial,49,3420,1,No,13,No,3,0,6
1002518,No,247,iOS,15050,1,3,Medical,54,4373,0,No,14,No,1,2,5
1002519,No,255,iOS and Android,46410,1,3,Other,81,4759,3,No,18,No,4,0,15
1002520,No,225,iOS and Android,,16,1,Financial,96,5301,8,No,15,No,3,2,4
1002521,No,,iOS,26180,1,2,Medical,74,3673,1,No,13,No,3,0,12
1002522,No,330,iOS,13405,1,5,Social media,,4768,7,No,12,No,3,1,11
1002523,No,225,Android,34650,1,3,Entertainment,64,1274,1,No,13,No,2,2,1
1002524,No,427,iOS and Android,14175,1,2,Financial,93,4900,0,No,24,Yes,1,1,13
1002525,No,367,iOS and Android,52150,1,4,Financial,35,10466,3,No,14,No,2,2,29
1002526,No,255,iOS,29015,15,3,Medical,71,17007,7,No,14,No,4,2,16
1002527,Yes,210,iOS,52360,1,3,Entertainment,92,2909,3,No,15,No,4,1,5
1002528,Yes,217,iOS,,13,3,Entertainment,51,5765,5,No,11,No,1,0,7
1002529,Yes,255,iOS and Android,27650,24,4,Medical,40,4599,0,1,23,Yes,3,0,16
1002530,No,262,iOS and Android,23100,1,1,Financial,76,2404,1,No,13,No,1,1,1
1002531,Yes,180,iOS,13335,1,3,Medical,89,3172,2,Yes,11,No,3,0,4
1002532,No,180,Android,29050,13,2,Financial,78,2033,1,No,13,No,3,1,1
1002533,No,330,iOS,41755,1,1,Medical,86,10209,5,Yes,18,No,2,0,16
1002534,No,217,iOS and Android,43610,19,3,Financial,77,8620,1,No,14,No,3,2,10
1002535,No,225,iOS and Android,11550,1,3,Financial,46,2064,0,No,21,Yes,1,1,6
1002536,No,412,iOS and Android,,1,4,Financial,3,4035,0,Yes,16,No,2,0,4
1002537,No,247,iOS and Android,38465,1,4,Medical,82,3838,8,No,11,No,4,0,8
1002538,No,352,iOS and Android,19985,14,3,Medical,78,4591,3,Yes,17,No,3,1,11
1002539,Yes,210,iOS,10115,1,2,Medical,38,2561,7,No,11,No,3,0,8
1002540,No,210,iOS and Android,49805,1,3,Financial,72,1563,1,No,14,No,4,1,1
1002541,No,210,iOS,16345,1,3,Financial,55,4898,0,No,14,No,4,0,5
1002542,No,367,iOS and Android,9485,1,2,Medical,43,4789,4,No,25,Yes,1,1,10
1002543,No,217,iOS,14350,1,1,Financial,97,3180,0,No,13,No,3,3,4
1002544,No,210,iOS and Android,37905,29,1,Financial,96,6549,1,No,14,No,2,2,8
1002545,No,247,iOS and Android,18060,1,5,Financial,69,6388,2,Yes,17,No,1,0,14
1002546,No,240,iOS and Android,17325,10,3,Medical,,11244,2,No,25,Yes,2,0,10
1002547,No,405,iOS,36750,11,4,Medical,87,16032,3,No,20,Yes,1,1,26
1002548,Yes,217,iOS and Android,7840,1,4,Entertainment,100,2362,6,No,13,No,3,0,11
1002549,No,330,iOS and Android,4760,28,3,Financial,32,16328,3,No,13,No,3,1,24
1002550,No,292,iOS and Android,38115,1,3,Financial,32,8376,4,No,18,No,4,0,9
1002551,No,345,iOS and Android,7980,1,3,Financial,51,16606,8,No,12,No,4,1,23
1002552,No,262,iOS and Android,,16,3,Financial,91,8606,1,No,19,No,4,0,11
1002553,No,,iOS and Android,17745,20,1,Financial,97,2272,0,No,14,No,2,0,5
1002554,Yes,300,iOS and Android,23660,,4,Financial,86,2018,3,No,14,No,2,0,15
1002555,No,255,iOS and Android,33985,1,3,Entertainment,64,7083,1,Yes,14,No,4,0,10
1002556,Yes,232,iOS,19635,1,3,Financial,33,4084,1,No,12,No,1,0,7
